errorGroups.id,insertId,labels.container_name,"'labels.""goog-drz-cloudfunctions-id""","'labels.""goog-drz-cloudfunctions-location""","'labels.""goog-managed-by""",labels.instanceId,"'labels.""run.googleapis.com/base_image_versions""",labels.scaling_reason,logName,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo.granted,protoPayload.authorizationInfo.permission,protoPayload.authorizationInfo.permissionType,protoPayload.authorizationInfo.resource,protoPayload.authorizationInfo.resourceAttributes,protoPayload.methodName,protoPayload.requestMetadata.destinationAttributes,protoPayload.requestMetadata.requestAttributes.auth,protoPayload.requestMetadata.requestAttributes.time,protoPayload.resourceLocation.currentLocations,protoPayload.resourceName,"'protoPayload.response.@type",protoPayload.response.apiVersion,protoPayload.response.kind,"'protoPayload.response.metadata.annotations.""autoscaling.knative.dev/maxScale""","'protoPayload.response.metadata.annotations.""cloudfunctions.googleapis.com/function-id""","'protoPayload.response.metadata.annotations.""cloudfunctions.googleapis.com/trigger-type""","'protoPayload.response.metadata.annotations.""run.googleapis.com/base-images""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-base-image""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-enable-automatic-updates""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-function-target""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-id""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-image-uri""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-name""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-service-account""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-source-location""","'protoPayload.response.metadata.annotations.""run.googleapis.com/client-name""","'protoPayload.response.metadata.annotations.""run.googleapis.com/custom-audiences""","'protoPayload.response.metadata.annotations.""run.googleapis.com/ingress""","'protoPayload.response.metadata.annotations.""run.googleapis.com/ingress-status""","'protoPayload.response.metadata.annotations.""run.googleapis.com/operation-id""","'protoPayload.response.metadata.annotations.""run.googleapis.com/startup-cpu-boost""","'protoPayload.response.metadata.annotations.""run.googleapis.com/urls""","'protoPayload.response.metadata.annotations.""serving.knative.dev/creator""","'protoPayload.response.metadata.annotations.""serving.knative.dev/lastModifier""",protoPayload.response.metadata.creationTimestamp,protoPayload.response.metadata.generation,"'protoPayload.response.metadata.labels.""cloud.googleapis.com/location""","'protoPayload.response.metadata.labels.""goog-cloudfunctions-runtime""","'protoPayload.response.metadata.labels.""goog-drz-cloudfunctions-id""","'protoPayload.response.metadata.labels.""goog-drz-cloudfunctions-location""","'protoPayload.response.metadata.labels.""goog-managed-by""","'protoPayload.response.metadata.labels.""run.googleapis.com/startupProbeType""","'protoPayload.response.metadata.labels.""serving.knative.dev/configuration""","'protoPayload.response.metadata.labels.""serving.knative.dev/configurationGeneration""","'protoPayload.response.metadata.labels.""serving.knative.dev/route""","'protoPayload.response.metadata.labels.""serving.knative.dev/service""","'protoPayload.response.metadata.labels.""serving.knative.dev/serviceUid""",protoPayload.response.metadata.name,protoPayload.response.metadata.namespace,protoPayload.response.metadata.ownerReferences,protoPayload.response.metadata.resourceVersion,protoPayload.response.metadata.selfLink,protoPayload.response.metadata.uid,protoPayload.response.spec.containerConcurrency,protoPayload.response.spec.containers,protoPayload.response.spec.runtimeClassName,protoPayload.response.spec.serviceAccountName,"'protoPayload.response.spec.template.metadata.annotations.""autoscaling.knative.dev/maxScale""","'protoPayload.response.spec.template.metadata.annotations.""cloudfunctions.googleapis.com/trigger-type""","'protoPayload.response.spec.template.metadata.annotations.""run.googleapis.com/base-images""","'protoPayload.response.spec.template.metadata.annotations.""run.googleapis.com/client-name""","'protoPayload.response.spec.template.metadata.annotations.""run.googleapis.com/startup-cpu-boost""","'protoPayload.response.spec.template.metadata.labels.""goog-drz-cloudfunctions-id""","'protoPayload.response.spec.template.metadata.labels.""goog-drz-cloudfunctions-location""","'protoPayload.response.spec.template.metadata.labels.""run.googleapis.com/startupProbeType""",protoPayload.response.spec.template.metadata.name,protoPayload.response.spec.template.spec.containerConcurrency,protoPayload.response.spec.template.spec.containers,protoPayload.response.spec.template.spec.runtimeClassName,protoPayload.response.spec.template.spec.serviceAccountName,protoPayload.response.spec.template.spec.timeoutSeconds,protoPayload.response.spec.timeoutSeconds,protoPayload.response.spec.traffic,protoPayload.response.status.conditions,protoPayload.response.status.containerStatuses,protoPayload.response.status.imageDigest,protoPayload.response.status.latestCreatedRevisionName,protoPayload.response.status.logUrl,protoPayload.response.status.observedGeneration,protoPayload.serviceName,protoPayload.status.code,protoPayload.status.message,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,textPayload,timestamp
,ptbtixdfxww,,,,,,,,"'projects/ora-automation-project-dev/logs/cloudaudit.googleapis.com%2Fsystem_event",,,,,,,/InternalServices.ReplaceInternalService,,,,,"'namespaces/ora-automation-project-dev/services/daily-weekly-history-update",type.googleapis.com/google.cloud.run.v1.Service,serving.knative.dev/v1,Service,,"'daily-weekly-history-update",,,"'us-central1-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/python311",true,daily_shipment_processor_http_trigger,,"'us-central1-docker.pkg.dev/ora-automation-project-dev/gcf-artifacts/ora--automation--project--dev__us--central1__daily--weekly--history--update:version_1","'projects/880417139041/locations/us-central1/builds/41f80895-dfd6-4e9e-9bd9-cf4d1ce0bcd5","'projects/ora-automation-project-dev/serviceAccounts/880417139041-compute@developer.gserviceaccount.com","'gs://gcf-v2-sources-880417139041-us-central1/daily-weekly-history-update/function-source.zip#1755287119232696",cloudfunctions,"'[""https://us-central1-ora-automation-project-dev.cloudfunctions.net/daily-weekly-history-update""]",all,all,"'4be17e45-7bf3-4875-821a-3b88bd5b770f",,"'[""https://daily-weekly-history-update-880417139041.us-central1.run.app"",""https://us-central1-ora-automation-project-dev.cloudfunctions.net/daily-weekly-history-update""]","'service-880417139041@gcf-admin-robot.iam.gserviceaccount.com","'service-880417139041@gcf-admin-robot.iam.gserviceaccount.com","'2025-08-15T07:14:23.135211Z",7,"'us-central1",python311,"'daily-weekly-history-update","'us-central1",cloudfunctions,,,,,,,"'daily-weekly-history-update",880417139041,,AAY8bKQNuCc,"'/apis/serving.knative.dev/v1/namespaces/880417139041/services/daily-weekly-history-update","'9e7ec4c3-0bed-468f-81f5-5b1f386c1446",,,,,34,HTTP_TRIGGER,"'{""worker"":""us-central1-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/python311""}",cloudfunctions,true,"'daily-weekly-history-update","'us-central1",Default,"'daily-weekly-history-update-00007-lel",1,"'[{""name"":""worker"",""image"":""us-central1-docker.pkg.dev/ora-automation-project-dev/gcf-artifacts/ora--automation--project--dev__us--central1__daily--weekly--history--update:version_1"",""ports"":[{""name"":""http1"",""containerPort"":8080}],""env"":[{""name"":""GCP_PROJECT_ID"",""value"":""ora-automation-project-dev""},{""name"":""LOG_EXECUTION_ID"",""value"":""true""}],""resources"":{""limits"":{""cpu"":""0.5833"",""memory"":""1024M""}},""startupProbe"":{""timeoutSeconds"":240,""periodSeconds"":240,""failureThreshold"":1,""tcpSocket"":{""port"":8080}}}]","'run.googleapis.com/linux-base-image-update","'880417139041-compute@developer.gserviceaccount.com",600,,"'[{""percent"":100,""latestRevision"":true}]","'[{""type"":""Ready"",""status"":""False"",""reason"":""HealthCheckContainerError"",""message"":""Revision 'daily-weekly-history-update-00007-lel' is not ready and cannot serve traffic. The user-provided container failed to start and listen on the port defined provided by the PORT=8080 environment variable within the allocated timeout. This can happen when the container port is misconfigured or if the timeout is too short. The health check timeout can be extended. Logs for this revision might contain more information.\n\nLogs URL: https://console.cloud.google.com/logs/viewer?project=ora-automation-project-dev&resource=cloud_run_revision/service_name/daily-weekly-history-update/revision_name/daily-weekly-history-update-00007-lel&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22daily-weekly-history-update%22%0Aresource.labels.revision_name%3D%22daily-weekly-history-update-00007-lel%22 \nFor more troubleshooting guidance, see https://cloud.google.com/run/docs/troubleshooting#container-failed-to-start"",""lastTransitionTime"":""2025-08-15T19:46:06.687215Z""},{""type"":""ConfigurationsReady"",""status"":""True"",""message"":""The user-provided container failed to start and listen on the port defined provided by the PORT=8080 environment variable within the allocated timeout. This can happen when the container port is misconfigured or if the timeout is too short. The health check timeout can be extended. Logs for this revision might contain more information.\n\nLogs URL: https://console.cloud.google.com/logs/viewer?project=ora-automation-project-dev&resource=cloud_run_revision/service_name/daily-weekly-history-update/revision_name/daily-weekly-history-update-00007-lel&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22daily-weekly-history-update%22%0Aresource.labels.revision_name%3D%22daily-weekly-history-update-00007-lel%22 \nFor more troubleshooting guidance, see https://cloud.google.com/run/docs/troubleshooting#container-failed-to-start"",""lastTransitionTime"":""2025-08-15T19:46:06.663861Z""},{""type"":""RoutesReady"",""status"":""False"",""reason"":""HealthCheckContainerError"",""message"":""Revision 'daily-weekly-history-update-00007-lel' is not ready and cannot serve traffic. The user-provided container failed to start and listen on the port defined provided by the PORT=8080 environment variable within the allocated timeout. This can happen when the container port is misconfigured or if the timeout is too short. The health check timeout can be extended. Logs for this revision might contain more information.\n\nLogs URL: https://console.cloud.google.com/logs/viewer?project=ora-automation-project-dev&resource=cloud_run_revision/service_name/daily-weekly-history-update/revision_name/daily-weekly-history-update-00007-lel&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22daily-weekly-history-update%22%0Aresource.labels.revision_name%3D%22daily-weekly-history-update-00007-lel%22 \nFor more troubleshooting guidance, see https://cloud.google.com/run/docs/troubleshooting#container-failed-to-start"",""lastTransitionTime"":""2025-08-15T19:46:06.687215Z""}]",,,"'daily-weekly-history-update-00007-lel",,7,run.googleapis.com,9,"'Ready condition status changed to False for Service daily-weekly-history-update with message: Revision 'daily-weekly-history-update-00007-lel' is not ready and cannot serve traffic. The user-provided container failed to start and listen on the port defined provided by the PORT=8080 environment variable within the allocated timeout. This can happen when the container port is misconfigured or if the timeout is too short. The health check timeout can be extended. Logs for this revision might contain more information.

Logs URL: https://console.cloud.google.com/logs/viewer?project=ora-automation-project-dev&resource=cloud_run_revision/service_name/daily-weekly-history-update/revision_name/daily-weekly-history-update-00007-lel&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22daily-weekly-history-update%22%0Aresource.labels.revision_name%3D%22daily-weekly-history-update-00007-lel%22 
For more troubleshooting guidance, see https://cloud.google.com/run/docs/troubleshooting#container-failed-to-start",,"'2025-08-15T19:46:07.550602105Z",,"'us-central1","'ora-automation-project-dev",,"'daily-weekly-history-update",cloud_run_revision,ERROR,,"'2025-08-15T19:46:06.780545Z"
,"'-3vgy7udbtr8",,,,,,,,"'projects/ora-automation-project-dev/logs/cloudaudit.googleapis.com%2Fsystem_event",,,,,,,/InternalServices.ReplaceInternalService,,,,,"'namespaces/ora-automation-project-dev/revisions/daily-weekly-history-update-00007-lel",type.googleapis.com/google.cloud.run.v1.Revision,serving.knative.dev/v1,Revision,34,,HTTP_TRIGGER,"'{""worker"":""us-central1-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/python311""}",,,"'{""worker"":""daily_shipment_processor_http_trigger""}","'{""worker"":""41f80895-dfd6-4e9e-9bd9-cf4d1ce0bcd5""}",,,,"'{""worker"":""gs://gcf-v2-sources-880417139041-us-central1/daily-weekly-history-update/function-source.zip#1755287119232696""}",cloudfunctions,,,,"'4be17e45-7bf3-4875-821a-3b88bd5b770f",true,,"'service-880417139041@gcf-admin-robot.iam.gserviceaccount.com",,"'2025-08-15T19:45:57.761659Z",1,"'us-central1",python311,"'daily-weekly-history-update","'us-central1",cloudfunctions,Default,"'daily-weekly-history-update",7,"'daily-weekly-history-update","'daily-weekly-history-update","'9e7ec4c3-0bed-468f-81f5-5b1f386c1446","'daily-weekly-history-update-00007-lel",880417139041,"'[{""kind"":""Configuration"",""name"":""daily-weekly-history-update"",""uid"":""c0e5e933-d33d-4cbe-8d9a-6574cd0d4692"",""apiVersion"":""serving.knative.dev/v1"",""controller"":true,""blockOwnerDeletion"":true}]",AAY8bKQLcRY,"'/apis/serving.knative.dev/v1/namespaces/880417139041/revisions/daily-weekly-history-update-00007-lel","'a09ba93e-8e10-4b4e-bb3e-70754281161f",1,"'[{""name"":""worker"",""image"":""us-central1-docker.pkg.dev/ora-automation-project-dev/gcf-artifacts/ora--automation--project--dev__us--central1__daily--weekly--history--update@sha256:2b0ff8ab2dc658c4e4dcc1abd9b624b1c31061cec3299dbee42df4e0e600982d"",""ports"":[{""name"":""http1"",""containerPort"":8080}],""env"":[{""name"":""GCP_PROJECT_ID"",""value"":""ora-automation-project-dev""},{""name"":""LOG_EXECUTION_ID"",""value"":""true""}],""resources"":{""limits"":{""cpu"":""0.5833"",""memory"":""1024M""}},""startupProbe"":{""timeoutSeconds"":240,""periodSeconds"":240,""failureThreshold"":1,""tcpSocket"":{""port"":8080}}}]","'run.googleapis.com/linux-base-image-update","'880417139041-compute@developer.gserviceaccount.com",,,,,,,,,,,,,,,600,,"'[{""type"":""Ready"",""status"":""False"",""reason"":""HealthCheckContainerError"",""message"":""The user-provided container failed to start and listen on the port defined provided by the PORT=8080 environment variable within the allocated timeout. This can happen when the container port is misconfigured or if the timeout is too short. The health check timeout can be extended. Logs for this revision might contain more information.\n\nLogs URL: https://console.cloud.google.com/logs/viewer?project=ora-automation-project-dev&resource=cloud_run_revision/service_name/daily-weekly-history-update/revision_name/daily-weekly-history-update-00007-lel&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22daily-weekly-history-update%22%0Aresource.labels.revision_name%3D%22daily-weekly-history-update-00007-lel%22 \nFor more troubleshooting guidance, see https://cloud.google.com/run/docs/troubleshooting#container-failed-to-start"",""lastTransitionTime"":""2025-08-15T19:46:06.611734Z""},{""type"":""ContainerHealthy"",""status"":""False"",""reason"":""HealthCheckContainerError"",""message"":""The user-provided container failed to start and listen on the port defined provided by the PORT=8080 environment variable within the allocated timeout. This can happen when the container port is misconfigured or if the timeout is too short. The health check timeout can be extended. Logs for this revision might contain more information.\n\nLogs URL: https://console.cloud.google.com/logs/viewer?project=ora-automation-project-dev&resource=cloud_run_revision/service_name/daily-weekly-history-update/revision_name/daily-weekly-history-update-00007-lel&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22daily-weekly-history-update%22%0Aresource.labels.revision_name%3D%22daily-weekly-history-update-00007-lel%22 \nFor more troubleshooting guidance, see https://cloud.google.com/run/docs/troubleshooting#container-failed-to-start"",""lastTransitionTime"":""2025-08-15T19:46:06.611734Z""},{""type"":""ContainerReady"",""status"":""True"",""message"":""Container image import completed in 1.28s."",""lastTransitionTime"":""2025-08-15T19:46:00.022955Z""},{""type"":""ResourcesAvailable"",""status"":""True"",""message"":""Provisioning imported containers completed in 2.12s. Checking container health. This will wait for up to 4m for the configured startup probe, including an initial delay of 0s."",""lastTransitionTime"":""2025-08-15T19:46:02.146096Z""},{""type"":""Retry"",""status"":""True"",""reason"":""ImmediateRetry"",""message"":""System will retry after 0:00:00 from lastTransitionTime for attempt 0."",""lastTransitionTime"":""2025-08-15T19:46:02.146096Z"",""severity"":""Info""}]","'[{""name"":""worker"",""imageDigest"":""us-central1-docker.pkg.dev/ora-automation-project-dev/gcf-artifacts/ora--automation--project--dev__us--central1__daily--weekly--history--update@sha256:2b0ff8ab2dc658c4e4dcc1abd9b624b1c31061cec3299dbee42df4e0e600982d""}]","'us-central1-docker.pkg.dev/ora-automation-project-dev/gcf-artifacts/ora--automation--project--dev__us--central1__daily--weekly--history--update@sha256:2b0ff8ab2dc658c4e4dcc1abd9b624b1c31061cec3299dbee42df4e0e600982d",,"'https://console.cloud.google.com/logs/viewer?project=ora-automation-project-dev&resource=cloud_run_revision/service_name/daily-weekly-history-update/revision_name/daily-weekly-history-update-00007-lel&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22daily-weekly-history-update%22%0Aresource.labels.revision_name%3D%22daily-weekly-history-update-00007-lel%22",1,run.googleapis.com,9,"'Ready condition status changed to False for Revision daily-weekly-history-update-00007-lel with message: The user-provided container failed to start and listen on the port defined provided by the PORT=8080 environment variable within the allocated timeout. This can happen when the container port is misconfigured or if the timeout is too short. The health check timeout can be extended. Logs for this revision might contain more information.

Logs URL: https://console.cloud.google.com/logs/viewer?project=ora-automation-project-dev&resource=cloud_run_revision/service_name/daily-weekly-history-update/revision_name/daily-weekly-history-update-00007-lel&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22daily-weekly-history-update%22%0Aresource.labels.revision_name%3D%22daily-weekly-history-update-00007-lel%22 
For more troubleshooting guidance, see https://cloud.google.com/run/docs/troubleshooting#container-failed-to-start",,"'2025-08-15T19:46:07.436022754Z","'daily-weekly-history-update","'us-central1","'ora-automation-project-dev","'daily-weekly-history-update-00007-lel","'daily-weekly-history-update",cloud_run_revision,ERROR,,"'2025-08-15T19:46:06.627434Z"
,689f8e7e00095072771a63b0,,"'daily-weekly-history-update","'us-central1",cloudfunctions,0069c7a988ea5daeeabca03fe6d1bb2d710b82279b96666b43816b81dc1f741ef8945c6c4271077a8c6e02846f5bfe912d096d0ac7c6b251e0e30178c6c289b2f45a7fb039381c6a47da96811541,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/python311:python311_20250810_3_11_13_RC00",,"'projects/ora-automation-project-dev/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-08-15T19:46:06.685081651Z","'daily-weekly-history-update","'us-central1","'ora-automation-project-dev","'daily-weekly-history-update-00007-lel","'daily-weekly-history-update",cloud_run_revision,ERROR,"'Default STARTUP TCP probe failed 1 time consecutively for container ""worker"" on port 8080. The instance was not started.
Connection failed with status CANCELLED.","'2025-08-15T19:46:06.610418Z"
,689f8e7e000787b09bfccb62,,"'daily-weekly-history-update","'us-central1",cloudfunctions,0069c7a988ea5daeeabca03fe6d1bb2d710b82279b96666b43816b81dc1f741ef8945c6c4271077a8c6e02846f5bfe912d096d0ac7c6b251e0e30178c6c289b2f45a7fb039381c6a47da96811541,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/python311:python311_20250810_3_11_13_RC00",,"'projects/ora-automation-project-dev/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-08-15T19:46:06.806982892Z","'daily-weekly-history-update","'us-central1","'ora-automation-project-dev","'daily-weekly-history-update-00007-lel","'daily-weekly-history-update",cloud_run_revision,,"'functions_framework.exceptions.MissingTargetException: File /workspace/main.py is expected to contain a function named 'daily_shipment_processor_http_trigger'. Found: 'aggregate_weekly_shipped_history', 'daily_weekly_history_update', 'fetch_shipstation_shipments', 'get_google_sheet_data', 'get_shipstation_credentials', 'process_shipped_items', 'process_shipped_orders', 'run_daily_shipment_pull', 'setup_logging', 'update_weekly_history_incrementally', 'write_dataframe_to_sheet' instead","'2025-08-15T19:46:06.493488Z"
,689f8e7e00078770e55ff6cc,worker,"'daily-weekly-history-update","'us-central1",cloudfunctions,0069c7a988ea5daeeabca03fe6d1bb2d710b82279b96666b43816b81dc1f741ef8945c6c4271077a8c6e02846f5bfe912d096d0ac7c6b251e0e30178c6c289b2f45a7fb039381c6a47da96811541,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/python311:python311_20250810_3_11_13_RC00",,"'projects/ora-automation-project-dev/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-08-15T19:46:06.685081651Z","'daily-weekly-history-update","'us-central1","'ora-automation-project-dev","'daily-weekly-history-update-00007-lel","'daily-weekly-history-update",cloud_run_revision,WARNING,Container called exit(1).,"'2025-08-15T19:46:06.493311877Z"
,689f8e7e0002505bdb20c3d6,,"'daily-weekly-history-update","'us-central1",cloudfunctions,0069c7a988ea5daeeabca03fe6d1bb2d710b82279b96666b43816b81dc1f741ef8945c6c4271077a8c6e02846f5bfe912d096d0ac7c6b251e0e30178c6c289b2f45a7fb039381c6a47da96811541,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/python311:python311_20250810_3_11_13_RC00",,"'projects/ora-automation-project-dev/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-08-15T19:46:06.475755394Z","'daily-weekly-history-update","'us-central1","'ora-automation-project-dev","'daily-weekly-history-update-00007-lel","'daily-weekly-history-update",cloud_run_revision,,"    raise MissingTargetException(","'2025-08-15T19:46:06.151643Z"
,689f8e7e00023e866749467d,,"'daily-weekly-history-update","'us-central1",cloudfunctions,0069c7a988ea5daeeabca03fe6d1bb2d710b82279b96666b43816b81dc1f741ef8945c6c4271077a8c6e02846f5bfe912d096d0ac7c6b251e0e30178c6c289b2f45a7fb039381c6a47da96811541,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/python311:python311_20250810_3_11_13_RC00",,"'projects/ora-automation-project-dev/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-08-15T19:46:06.475755394Z","'daily-weekly-history-update","'us-central1","'ora-automation-project-dev","'daily-weekly-history-update-00007-lel","'daily-weekly-history-update",cloud_run_revision,,"'  File ""/layers/google.python.pip/pip/lib/python3.11/site-packages/functions_framework/_function_registry.py"", line 57, in get_user_function","'2025-08-15T19:46:06.147078Z"
,689f8e7e00023e76b616f5b6,,"'daily-weekly-history-update","'us-central1",cloudfunctions,0069c7a988ea5daeeabca03fe6d1bb2d710b82279b96666b43816b81dc1f741ef8945c6c4271077a8c6e02846f5bfe912d096d0ac7c6b251e0e30178c6c289b2f45a7fb039381c6a47da96811541,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/python311:python311_20250810_3_11_13_RC00",,"'projects/ora-automation-project-dev/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-08-15T19:46:06.475755394Z","'daily-weekly-history-update","'us-central1","'ora-automation-project-dev","'daily-weekly-history-update-00007-lel","'daily-weekly-history-update",cloud_run_revision,,"               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^","'2025-08-15T19:46:06.147062Z"
,689f8e7e00023d9cf2908444,,"'daily-weekly-history-update","'us-central1",cloudfunctions,0069c7a988ea5daeeabca03fe6d1bb2d710b82279b96666b43816b81dc1f741ef8945c6c4271077a8c6e02846f5bfe912d096d0ac7c6b251e0e30178c6c289b2f45a7fb039381c6a47da96811541,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/python311:python311_20250810_3_11_13_RC00",,"'projects/ora-automation-project-dev/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-08-15T19:46:06.475755394Z","'daily-weekly-history-update","'us-central1","'ora-automation-project-dev","'daily-weekly-history-update-00007-lel","'daily-weekly-history-update",cloud_run_revision,,"'    function = _function_registry.get_user_function(","'2025-08-15T19:46:06.146844Z"
,689f8e7e00023cc79050509a,,"'daily-weekly-history-update","'us-central1",cloudfunctions,0069c7a988ea5daeeabca03fe6d1bb2d710b82279b96666b43816b81dc1f741ef8945c6c4271077a8c6e02846f5bfe912d096d0ac7c6b251e0e30178c6c289b2f45a7fb039381c6a47da96811541,"'us-docker.pkg.dev/serverless-runtimes/google-22-full/runtimes/python311:python311_20250810_3_11_13_RC00",,"'projects/ora-automation-project-dev/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-08-15T19:46:06.475755394Z","'daily-weekly-history-update","'us-central1","'ora-automation-project-dev","'daily-weekly-history-update-00007-lel","'daily-weekly-history-update",cloud_run_revision,,"'  File ""/layers/google.python.pip/pip/lib/python3.11/site-packages/functions_framework/__init__.py"", line 388, in create_app","'2025-08-15T19:46:06.146631Z"
